"GEO_ID","NAME","B28011_001E","B28011_001M","B28011_001MA","B28011_001EA","B28011_002E","B28011_002M","B28011_002MA","B28011_002EA","B28011_003E","B28011_003EA","B28011_003M","B28011_003MA","B28011_004E","B28011_004EA","B28011_004M","B28011_004MA","B28011_005E","B28011_005M","B28011_005MA","B28011_005EA","B28011_006E","B28011_006M","B28011_006MA","B28011_006EA","B28011_007E","B28011_007EA","B28011_007M","B28011_007MA","B28011_008E","B28011_008EA","B28011_008M","B28011_008MA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!With an Internet subscription","Margin of Error!!Total!!With an Internet subscription","Annotation of Margin of Error!!Total!!With an Internet subscription","Annotation of Estimate!!Total!!With an Internet subscription","Estimate!!Total!!With an Internet subscription!!Dial-up alone","Annotation of Estimate!!Total!!With an Internet subscription!!Dial-up alone","Margin of Error!!Total!!With an Internet subscription!!Dial-up alone","Annotation of Margin of Error!!Total!!With an Internet subscription!!Dial-up alone","Estimate!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic, or DSL","Annotation of Estimate!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic, or DSL","Margin of Error!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic, or DSL","Annotation of Margin of Error!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic, or DSL","Estimate!!Total!!With an Internet subscription!!Satellite Internet service","Margin of Error!!Total!!With an Internet subscription!!Satellite Internet service","Annotation of Margin of Error!!Total!!With an Internet subscription!!Satellite Internet service","Annotation of Estimate!!Total!!With an Internet subscription!!Satellite Internet service","Estimate!!Total!!With an Internet subscription!!Other service","Margin of Error!!Total!!With an Internet subscription!!Other service","Annotation of Margin of Error!!Total!!With an Internet subscription!!Other service","Annotation of Estimate!!Total!!With an Internet subscription!!Other service","Estimate!!Total!!Internet access without a subscription","Annotation of Estimate!!Total!!Internet access without a subscription","Margin of Error!!Total!!Internet access without a subscription","Annotation of Margin of Error!!Total!!Internet access without a subscription","Estimate!!Total!!No Internet access","Annotation of Estimate!!Total!!No Internet access","Margin of Error!!Total!!No Internet access","Annotation of Margin of Error!!Total!!No Internet access",
"1500000US060750215004","Block Group 4, Census Tract 215, San Francisco County, California","551","108","null","null","551","108","null","null","0","null","12","null","504","null","112","null","83","73","null","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1500000US060750215005","Block Group 5, Census Tract 215, San Francisco County, California","507","121","null","null","485","124","null","null","15","null","23","null","419","null","125","null","12","21","null","null","0","12","null","null","0","null","12","null","22","null","34","null",
"1500000US060750216001","Block Group 1, Census Tract 216, San Francisco County, California","912","116","null","null","815","106","null","null","0","null","12","null","777","null","108","null","14","21","null","null","38","42","null","null","14","null","21","null","83","null","80","null",
"1500000US060750216002","Block Group 2, Census Tract 216, San Francisco County, California","1243","114","null","null","1144","146","null","null","0","null","12","null","987","null","156","null","49","48","null","null","39","60","null","null","32","null","35","null","67","null","56","null",
"1500000US060750217001","Block Group 1, Census Tract 217, San Francisco County, California","575","84","null","null","495","80","null","null","0","null","12","null","484","null","81","null","0","12","null","null","9","14","null","null","11","null","17","null","69","null","36","null",
"1500000US060750217002","Block Group 2, Census Tract 217, San Francisco County, California","459","89","null","null","440","90","null","null","0","null","12","null","440","null","90","null","41","57","null","null","0","12","null","null","0","null","12","null","19","null","21","null",
"1500000US060750217003","Block Group 3, Census Tract 217, San Francisco County, California","801","88","null","null","682","118","null","null","0","null","12","null","650","null","124","null","42","43","null","null","43","55","null","null","10","null","16","null","109","null","82","null",
"1500000US060750218001","Block Group 1, Census Tract 218, San Francisco County, California","607","77","null","null","546","84","null","null","0","null","12","null","526","null","83","null","11","17","null","null","0","12","null","null","11","null","17","null","50","null","35","null",
"1500000US060750218002","Block Group 2, Census Tract 218, San Francisco County, California","494","61","null","null","474","60","null","null","0","null","12","null","439","null","65","null","11","17","null","null","12","18","null","null","10","null","15","null","10","null","16","null",
"1500000US060750218003","Block Group 3, Census Tract 218, San Francisco County, California","336","44","null","null","320","46","null","null","0","null","12","null","292","null","46","null","11","17","null","null","0","12","null","null","0","null","12","null","16","null","20","null",
"1500000US060750218004","Block Group 4, Census Tract 218, San Francisco County, California","431","64","null","null","375","72","null","null","12","null","18","null","346","null","74","null","0","12","null","null","23","26","null","null","0","null","12","null","56","null","38","null",
"1500000US060750226001","Block Group 1, Census Tract 226, San Francisco County, California","407","59","null","null","407","59","null","null","0","null","12","null","358","null","60","null","0","12","null","null","9","13","null","null","0","null","12","null","0","null","12","null",
"1500000US060750226002","Block Group 2, Census Tract 226, San Francisco County, California","709","71","null","null","628","67","null","null","0","null","12","null","541","null","70","null","46","35","null","null","38","21","null","null","59","null","44","null","22","null","30","null",
"1500000US060750227021","Block Group 1, Census Tract 227.02, San Francisco County, California","503","53","null","null","481","55","null","null","0","null","12","null","441","null","65","null","7","10","null","null","18","20","null","null","13","null","15","null","9","null","13","null",
"1500000US060750227022","Block Group 2, Census Tract 227.02, San Francisco County, California","489","54","null","null","481","55","null","null","0","null","12","null","438","null","57","null","32","25","null","null","9","14","null","null","0","null","12","null","8","null","11","null",
"1500000US060750227041","Block Group 1, Census Tract 227.04, San Francisco County, California","638","95","null","null","605","95","null","null","0","null","12","null","562","null","96","null","17","20","null","null","19","22","null","null","16","null","17","null","17","null","19","null",
"1500000US060750227042","Block Group 2, Census Tract 227.04, San Francisco County, California","966","95","null","null","936","100","null","null","0","null","12","null","872","null","100","null","38","47","null","null","0","12","null","null","24","null","22","null","6","null","10","null",
"1500000US060750228011","Block Group 1, Census Tract 228.01, San Francisco County, California","494","76","null","null","444","73","null","null","0","null","12","null","387","null","77","null","23","24","null","null","50","31","null","null","24","null","27","null","26","null","24","null",
"1500000US060750228012","Block Group 2, Census Tract 228.01, San Francisco County, California","793","127","null","null","737","134","null","null","0","null","12","null","659","null","125","null","0","12","null","null","42","41","null","null","0","null","12","null","56","null","48","null",
"1500000US060750228013","Block Group 3, Census Tract 228.01, San Francisco County, California","633","125","null","null","589","123","null","null","0","null","12","null","533","null","122","null","15","23","null","null","0","12","null","null","0","null","12","null","44","null","47","null",
"1500000US060750228021","Block Group 1, Census Tract 228.02, San Francisco County, California","273","54","null","null","203","50","null","null","0","null","12","null","172","null","48","null","0","12","null","null","12","15","null","null","30","null","38","null","40","null","36","null",
"1500000US060750228022","Block Group 2, Census Tract 228.02, San Francisco County, California","425","60","null","null","371","69","null","null","0","null","12","null","350","null","72","null","19","17","null","null","0","12","null","null","0","null","12","null","54","null","32","null",
"1500000US060750228031","Block Group 1, Census Tract 228.03, San Francisco County, California","712","84","null","null","616","84","null","null","0","null","12","null","568","null","81","null","0","12","null","null","0","12","null","null","17","null","21","null","79","null","49","null",
"1500000US060750228032","Block Group 2, Census Tract 228.03, San Francisco County, California","532","92","null","null","481","84","null","null","0","null","12","null","441","null","84","null","17","24","null","null","11","17","null","null","0","null","12","null","51","null","47","null",
"1500000US060750228033","Block Group 3, Census Tract 228.03, San Francisco County, California","334","77","null","null","304","75","null","null","0","null","12","null","295","null","72","null","32","26","null","null","0","12","null","null","0","null","12","null","30","null","29","null",
"1500000US060750229011","Block Group 1, Census Tract 229.01, San Francisco County, California","545","87","null","null","494","84","null","null","0","null","12","null","427","null","81","null","28","26","null","null","9","15","null","null","0","null","12","null","51","null","48","null",
"1500000US060750229012","Block Group 2, Census Tract 229.01, San Francisco County, California","561","91","null","null","487","98","null","null","0","null","12","null","432","null","92","null","18","30","null","null","53","37","null","null","0","null","12","null","74","null","56","null",
"1500000US060750229013","Block Group 3, Census Tract 229.01, San Francisco County, California","434","93","null","null","348","97","null","null","0","null","12","null","282","null","92","null","7","12","null","null","0","12","null","null","0","null","12","null","86","null","77","null",
"1500000US060750229021","Block Group 1, Census Tract 229.02, San Francisco County, California","421","66","null","null","377","68","null","null","0","null","12","null","356","null","71","null","8","11","null","null","13","13","null","null","0","null","12","null","44","null","41","null",
"1500000US060750229022","Block Group 2, Census Tract 229.02, San Francisco County, California","409","76","null","null","360","75","null","null","0","null","12","null","334","null","75","null","12","12","null","null","6","9","null","null","7","null","11","null","42","null","38","null",
"1500000US060750229031","Block Group 1, Census Tract 229.03, San Francisco County, California","588","90","null","null","519","87","null","null","0","null","12","null","439","null","86","null","25","25","null","null","15","22","null","null","0","null","12","null","69","null","56","null",
"1500000US060750229032","Block Group 2, Census Tract 229.03, San Francisco County, California","263","75","null","null","246","73","null","null","0","null","12","null","229","null","66","null","0","12","null","null","0","12","null","null","17","null","27","null","0","null","12","null",
"1500000US060750229033","Block Group 3, Census Tract 229.03, San Francisco County, California","322","75","null","null","243","80","null","null","0","null","12","null","218","null","82","null","0","12","null","null","9","15","null","null","22","null","24","null","57","null","37","null",
"1500000US060750230011","Block Group 1, Census Tract 230.01, San Francisco County, California","471","75","null","null","429","78","null","null","10","null","16","null","373","null","79","null","7","12","null","null","11","17","null","null","0","null","12","null","42","null","29","null",
"1500000US060750230012","Block Group 2, Census Tract 230.01, San Francisco County, California","365","87","null","null","309","90","null","null","0","null","12","null","286","null","91","null","30","26","null","null","0","12","null","null","0","null","12","null","56","null","42","null",
"1500000US060750230013","Block Group 3, Census Tract 230.01, San Francisco County, California","466","82","null","null","358","77","null","null","0","null","12","null","343","null","75","null","52","31","null","null","7","12","null","null","0","null","12","null","108","null","44","null",
"1500000US060750230031","Block Group 1, Census Tract 230.03, San Francisco County, California","849","114","null","null","784","116","null","null","8","null","13","null","739","null","114","null","12","14","null","null","0","12","null","null","0","null","12","null","65","null","47","null",
"1500000US060750230032","Block Group 2, Census Tract 230.03, San Francisco County, California","353","117","null","null","329","113","null","null","0","null","12","null","283","null","115","null","17","21","null","null","6","11","null","null","0","null","12","null","24","null","25","null",
"1500000US060750231021","Block Group 1, Census Tract 231.02, San Francisco County, California","1141","101","null","null","909","123","null","null","0","null","12","null","644","null","116","null","124","63","null","null","0","12","null","null","8","null","13","null","224","null","94","null",
"1500000US060750231022","Block Group 2, Census Tract 231.02, San Francisco County, California","407","95","null","null","284","83","null","null","0","null","12","null","196","null","81","null","18","20","null","null","0","12","null","null","0","null","12","null","123","null","66","null",
"1500000US060750231031","Block Group 1, Census Tract 231.03, San Francisco County, California","209","94","null","null","155","91","null","null","0","null","12","null","120","null","80","null","0","12","null","null","0","12","null","null","0","null","12","null","54","null","37","null",
"1500000US060750231032","Block Group 2, Census Tract 231.03, San Francisco County, California","710","99","null","null","436","89","null","null","0","null","12","null","316","null","86","null","8","15","null","null","0","12","null","null","30","null","34","null","244","null","105","null",
"1500000US060750232001","Block Group 1, Census Tract 232, San Francisco County, California","347","104","null","null","279","104","null","null","0","null","12","null","279","null","104","null","0","12","null","null","0","12","null","null","0","null","12","null","68","null","51","null",
"1500000US060750232002","Block Group 2, Census Tract 232, San Francisco County, California","429","93","null","null","349","100","null","null","0","null","12","null","290","null","99","null","11","17","null","null","11","17","null","null","18","null","27","null","62","null","41","null",
"1500000US060750232003","Block Group 3, Census Tract 232, San Francisco County, California","440","104","null","null","314","102","null","null","0","null","12","null","261","null","97","null","28","24","null","null","6","9","null","null","15","null","22","null","111","null","74","null",
"1500000US060750233001","Block Group 1, Census Tract 233, San Francisco County, California","1030","65","null","null","923","71","null","null","0","null","12","null","842","null","80","null","22","17","null","null","26","18","null","null","12","null","14","null","95","null","45","null",
"1500000US060750234001","Block Group 1, Census Tract 234, San Francisco County, California","441","73","null","null","295","67","null","null","0","null","12","null","280","null","68","null","6","11","null","null","0","12","null","null","5","null","12","null","141","null","54","null",
"1500000US060750234002","Block Group 2, Census Tract 234, San Francisco County, California","469","92","null","null","399","104","null","null","0","null","12","null","311","null","100","null","26","23","null","null","0","12","null","null","4","null","9","null","66","null","61","null",
"1500000US060750251001","Block Group 1, Census Tract 251, San Francisco County, California","639","71","null","null","612","72","null","null","31","null","35","null","561","null","79","null","8","14","null","null","13","19","null","null","13","null","20","null","14","null","23","null",
"1500000US060750251002","Block Group 2, Census Tract 251, San Francisco County, California","338","52","null","null","312","55","null","null","0","null","12","null","264","null","54","null","12","14","null","null","13","15","null","null","7","null","11","null","19","null","22","null",
"1500000US060750251003","Block Group 3, Census Tract 251, San Francisco County, California","367","65","null","null","294","63","null","null","0","null","12","null","254","null","60","null","0","12","null","null","13","18","null","null","18","null","20","null","55","null","49","null",
"1500000US060750252001","Block Group 1, Census Tract 252, San Francisco County, California","510","101","null","null","451","99","null","null","0","null","12","null","325","null","100","null","56","65","null","null","12","21","null","null","38","null","41","null","21","null","33","null",
"1500000US060750252002","Block Group 2, Census Tract 252, San Francisco County, California","612","135","null","null","598","133","null","null","0","null","12","null","523","null","143","null","29","35","null","null","30","36","null","null","14","null","23","null","0","null","12","null",
"1500000US060750252003","Block Group 3, Census Tract 252, San Francisco County, California","527","117","null","null","492","120","null","null","15","null","25","null","354","null","108","null","30","33","null","null","20","33","null","null","0","null","12","null","35","null","41","null",
"1500000US060750252004","Block Group 4, Census Tract 252, San Francisco County, California","473","81","null","null","473","81","null","null","0","null","12","null","441","null","85","null","56","51","null","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1500000US060750253001","Block Group 1, Census Tract 253, San Francisco County, California","492","85","null","null","460","87","null","null","0","null","12","null","425","null","88","null","8","13","null","null","0","12","null","null","10","null","15","null","22","null","25","null",
"1500000US060750253002","Block Group 2, Census Tract 253, San Francisco County, California","331","63","null","null","307","64","null","null","0","null","12","null","273","null","71","null","6","9","null","null","8","13","null","null","0","null","12","null","24","null","26","null",
"1500000US060750253003","Block Group 3, Census Tract 253, San Francisco County, California","261","78","null","null","211","61","null","null","0","null","12","null","211","null","61","null","0","12","null","null","0","12","null","null","0","null","12","null","50","null","48","null",
"1500000US060750253004","Block Group 4, Census Tract 253, San Francisco County, California","690","107","null","null","680","106","null","null","0","null","12","null","582","null","106","null","0","12","null","null","9","13","null","null","0","null","12","null","10","null","16","null",
"1500000US060750254011","Block Group 1, Census Tract 254.01, San Francisco County, California","554","89","null","null","531","90","null","null","0","null","12","null","503","null","94","null","19","21","null","null","10","15","null","null","0","null","12","null","23","null","26","null",
"1500000US060750254012","Block Group 2, Census Tract 254.01, San Francisco County, California","397","80","null","null","356","79","null","null","0","null","12","null","328","null","82","null","0","12","null","null","8","13","null","null","9","null","16","null","32","null","53","null",
"1500000US060750254013","Block Group 3, Census Tract 254.01, San Francisco County, California","407","75","null","null","374","77","null","null","11","null","16","null","336","null","71","null","47","48","null","null","10","16","null","null","0","null","12","null","33","null","30","null",
"1500000US060750254021","Block Group 1, Census Tract 254.02, San Francisco County, California","377","59","null","null","366","60","null","null","9","null","13","null","319","null","61","null","35","30","null","null","9","14","null","null","0","null","12","null","11","null","17","null",
"1500000US060750254022","Block Group 2, Census Tract 254.02, San Francisco County, California","317","56","null","null","234","58","null","null","0","null","12","null","207","null","63","null","31","26","null","null","8","12","null","null","8","null","12","null","75","null","61","null",
"1500000US060750254023","Block Group 3, Census Tract 254.02, San Francisco County, California","416","74","null","null","397","81","null","null","11","null","19","null","359","null","84","null","54","57","null","null","7","12","null","null","0","null","12","null","19","null","20","null",
"1500000US060750254031","Block Group 1, Census Tract 254.03, San Francisco County, California","604","99","null","null","489","99","null","null","0","null","12","null","434","null","90","null","37","34","null","null","0","12","null","null","0","null","12","null","115","null","71","null",
"1500000US060750254032","Block Group 2, Census Tract 254.03, San Francisco County, California","811","107","null","null","724","113","null","null","0","null","12","null","617","null","123","null","27","26","null","null","20","25","null","null","31","null","29","null","56","null","39","null",
"1500000US060750255001","Block Group 1, Census Tract 255, San Francisco County, California","501","138","null","null","396","119","null","null","0","null","12","null","384","null","118","null","0","12","null","null","0","12","null","null","16","null","26","null","89","null","113","null",
"1500000US060750255002","Block Group 2, Census Tract 255, San Francisco County, California","384","97","null","null","384","97","null","null","0","null","12","null","384","null","97","null","13","23","null","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1500000US060750255003","Block Group 3, Census Tract 255, San Francisco County, California","366","93","null","null","311","101","null","null","0","null","12","null","295","null","104","null","37","39","null","null","0","12","null","null","0","null","12","null","55","null","51","null",
"1500000US060750255004","Block Group 4, Census Tract 255, San Francisco County, California","304","113","null","null","270","117","null","null","0","null","12","null","270","null","117","null","0","12","null","null","0","12","null","null","0","null","12","null","34","null","38","null",
"1500000US060750255005","Block Group 5, Census Tract 255, San Francisco County, California","445","112","null","null","363","114","null","null","0","null","12","null","346","null","109","null","17","30","null","null","0","12","null","null","0","null","12","null","82","null","79","null",
"1500000US060750255006","Block Group 6, Census Tract 255, San Francisco County, California","772","136","null","null","680","136","null","null","0","null","12","null","644","null","144","null","18","28","null","null","0","12","null","null","0","null","12","null","92","null","90","null",
"1500000US060750256001","Block Group 1, Census Tract 256, San Francisco County, California","512","88","null","null","431","97","null","null","0","null","12","null","389","null","103","null","38","30","null","null","13","22","null","null","17","null","18","null","64","null","41","null",
"1500000US060750256002","Block Group 2, Census Tract 256, San Francisco County, California","334","85","null","null","227","81","null","null","0","null","12","null","207","null","79","null","0","12","null","null","0","12","null","null","10","null","16","null","97","null","57","null",
"1500000US060750256003","Block Group 3, Census Tract 256, San Francisco County, California","349","58","null","null","328","60","null","null","0","null","12","null","262","null","63","null","10","16","null","null","0","12","null","null","21","null","22","null","0","null","12","null",
"1500000US060750256004","Block Group 4, Census Tract 256, San Francisco County, California","410","71","null","null","336","78","null","null","11","null","17","null","277","null","72","null","25","39","null","null","0","12","null","null","10","null","17","null","64","null","46","null",
"1500000US060750257011","Block Group 1, Census Tract 257.01, San Francisco County, California","434","77","null","null","404","77","null","null","8","null","15","null","365","null","75","null","17","19","null","null","0","12","null","null","4","null","9","null","26","null","22","null",
"1500000US060750257012","Block Group 2, Census Tract 257.01, San Francisco County, California","674","100","null","null","589","109","null","null","0","null","12","null","505","null","117","null","35","23","null","null","0","12","null","null","9","null","15","null","76","null","64","null",
"1500000US060750257013","Block Group 3, Census Tract 257.01, San Francisco County, California","359","71","null","null","326","72","null","null","0","null","12","null","279","null","69","null","7","13","null","null","10","16","null","null","12","null","19","null","21","null","31","null",
"1500000US060750257021","Block Group 1, Census Tract 257.02, San Francisco County, California","363","91","null","null","346","92","null","null","9","null","16","null","313","null","90","null","0","12","null","null","45","53","null","null","0","null","12","null","17","null","22","null",
"1500000US060750257022","Block Group 2, Census Tract 257.02, San Francisco County, California","505","113","null","null","451","118","null","null","0","null","12","null","386","null","109","null","9","14","null","null","9","14","null","null","17","null","23","null","37","null","31","null",
"1500000US060750257023","Block Group 3, Census Tract 257.02, San Francisco County, California","386","95","null","null","293","82","null","null","8","null","14","null","285","null","84","null","10","19","null","null","0","12","null","null","14","null","22","null","79","null","57","null",
"1500000US060750258001","Block Group 1, Census Tract 258, San Francisco County, California","346","47","null","null","298","44","null","null","0","null","12","null","229","null","48","null","0","12","null","null","0","12","null","null","15","null","17","null","33","null","27","null",
"1500000US060750258002","Block Group 2, Census Tract 258, San Francisco County, California","288","44","null","null","240","49","null","null","0","null","12","null","190","null","49","null","27","22","null","null","2","4","null","null","5","null","7","null","43","null","34","null",
"1500000US060750259001","Block Group 1, Census Tract 259, San Francisco County, California","695","86","null","null","533","89","null","null","3","null","7","null","499","null","93","null","28","24","null","null","13","19","null","null","9","null","14","null","153","null","65","null",
"1500000US060750259002","Block Group 2, Census Tract 259, San Francisco County, California","640","105","null","null","532","110","null","null","0","null","12","null","488","null","100","null","24","27","null","null","13","21","null","null","4","null","10","null","104","null","74","null",
"1500000US060750259003","Block Group 3, Census Tract 259, San Francisco County, California","157","58","null","null","157","58","null","null","0","null","12","null","126","null","57","null","1","11","null","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1500000US060750260011","Block Group 1, Census Tract 260.01, San Francisco County, California","701","101","null","null","582","100","null","null","11","null","17","null","514","null","106","null","53","40","null","null","20","24","null","null","38","null","36","null","81","null","49","null",
"1500000US060750260012","Block Group 2, Census Tract 260.01, San Francisco County, California","920","110","null","null","797","118","null","null","0","null","12","null","654","null","115","null","61","33","null","null","0","12","null","null","9","null","14","null","114","null","71","null",
"1500000US060750260021","Block Group 1, Census Tract 260.02, San Francisco County, California","336","59","null","null","300","59","null","null","0","null","12","null","273","null","60","null","16","17","null","null","6","9","null","null","7","null","11","null","29","null","22","null",
"1500000US060750260022","Block Group 2, Census Tract 260.02, San Francisco County, California","664","61","null","null","577","65","null","null","0","null","12","null","519","null","73","null","31","26","null","null","6","8","null","null","7","null","10","null","80","null","31","null",
"1500000US060750260031","Block Group 1, Census Tract 260.03, San Francisco County, California","708","124","null","null","593","118","null","null","57","null","81","null","523","null","117","null","21","22","null","null","24","27","null","null","8","null","14","null","107","null","80","null",
"1500000US060750260032","Block Group 2, Census Tract 260.03, San Francisco County, California","726","117","null","null","538","103","null","null","0","null","12","null","499","null","100","null","36","44","null","null","0","12","null","null","29","null","24","null","159","null","64","null",
"1500000US060750260041","Block Group 1, Census Tract 260.04, San Francisco County, California","686","100","null","null","489","87","null","null","0","null","12","null","457","null","89","null","21","22","null","null","10","15","null","null","11","null","17","null","186","null","107","null",
"1500000US060750260042","Block Group 2, Census Tract 260.04, San Francisco County, California","611","98","null","null","509","104","null","null","0","null","12","null","439","null","102","null","11","17","null","null","15","25","null","null","25","null","36","null","77","null","47","null",
"1500000US060750261001","Block Group 1, Census Tract 261, San Francisco County, California","476","97","null","null","304","86","null","null","0","null","12","null","253","null","76","null","15","17","null","null","0","12","null","null","13","null","17","null","159","null","92","null",
"1500000US060750261002","Block Group 2, Census Tract 261, San Francisco County, California","717","107","null","null","592","101","null","null","14","null","22","null","559","null","97","null","0","12","null","null","0","12","null","null","15","null","24","null","110","null","73","null",
"1500000US060750261003","Block Group 3, Census Tract 261, San Francisco County, California","479","89","null","null","445","92","null","null","0","null","12","null","388","null","91","null","17","24","null","null","0","12","null","null","16","null","18","null","18","null","20","null",
"1500000US060750261004","Block Group 4, Census Tract 261, San Francisco County, California","365","85","null","null","293","73","null","null","0","null","12","null","256","null","73","null","0","12","null","null","15","18","null","null","0","null","12","null","72","null","55","null",
"1500000US060750262001","Block Group 1, Census Tract 262, San Francisco County, California","413","89","null","null","350","91","null","null","0","null","12","null","304","null","93","null","39","31","null","null","0","12","null","null","0","null","12","null","63","null","33","null",
"1500000US060750262002","Block Group 2, Census Tract 262, San Francisco County, California","401","107","null","null","308","90","null","null","0","null","12","null","272","null","82","null","10","14","null","null","0","12","null","null","0","null","12","null","93","null","79","null",
"1500000US060750262003","Block Group 3, Census Tract 262, San Francisco County, California","372","103","null","null","324","105","null","null","0","null","12","null","295","null","98","null","0","12","null","null","0","12","null","null","6","null","10","null","42","null","36","null",
"1500000US060750262004","Block Group 4, Census Tract 262, San Francisco County, California","475","105","null","null","403","109","null","null","0","null","12","null","395","null","112","null","33","45","null","null","0","12","null","null","11","null","18","null","61","null","61","null",
"1500000US060750262005","Block Group 5, Census Tract 262, San Francisco County, California","347","99","null","null","283","99","null","null","0","null","12","null","283","null","99","null","26","24","null","null","0","12","null","null","11","null","19","null","53","null","49","null",
"1500000US060750263011","Block Group 1, Census Tract 263.01, San Francisco County, California","339","81","null","null","271","86","null","null","0","null","12","null","238","null","85","null","25","26","null","null","0","12","null","null","0","null","12","null","68","null","42","null",
"1500000US060750263012","Block Group 2, Census Tract 263.01, San Francisco County, California","736","90","null","null","569","91","null","null","8","null","12","null","486","null","91","null","34","30","null","null","42","29","null","null","13","null","19","null","154","null","74","null",
"1500000US060750263013","Block Group 3, Census Tract 263.01, San Francisco County, California","304","66","null","null","287","68","null","null","0","null","12","null","276","null","69","null","0","12","null","null","22","36","null","null","0","null","12","null","17","null","15","null",
"1500000US060750263021","Block Group 1, Census Tract 263.02, San Francisco County, California","292","64","null","null","284","65","null","null","9","null","14","null","275","null","64","null","12","17","null","null","9","14","null","null","0","null","12","null","8","null","12","null",
"1500000US060750263022","Block Group 2, Census Tract 263.02, San Francisco County, California","406","85","null","null","343","76","null","null","0","null","12","null","343","null","76","null","11","16","null","null","0","12","null","null","0","null","12","null","63","null","55","null",
"1500000US060750263023","Block Group 3, Census Tract 263.02, San Francisco County, California","841","107","null","null","737","104","null","null","0","null","12","null","688","null","106","null","0","12","null","null","0","12","null","null","0","null","12","null","104","null","75","null",
"1500000US060750263031","Block Group 1, Census Tract 263.03, San Francisco County, California","535","87","null","null","469","89","null","null","0","null","12","null","360","null","84","null","81","53","null","null","10","15","null","null","7","null","11","null","59","null","50","null",
"1500000US060750263032","Block Group 2, Census Tract 263.03, San Francisco County, California","703","85","null","null","615","85","null","null","0","null","12","null","543","null","94","null","13","22","null","null","0","12","null","null","17","null","20","null","71","null","40","null",
"1500000US060750264011","Block Group 1, Census Tract 264.01, San Francisco County, California","453","77","null","null","427","74","null","null","0","null","12","null","400","null","71","null","49","43","null","null","0","12","null","null","15","null","22","null","11","null","17","null",
"1500000US060750264012","Block Group 2, Census Tract 264.01, San Francisco County, California","580","94","null","null","410","109","null","null","11","null","17","null","319","null","104","null","61","52","null","null","0","12","null","null","17","null","20","null","153","null","82","null",
"1500000US060750264021","Block Group 1, Census Tract 264.02, San Francisco County, California","333","74","null","null","267","74","null","null","0","null","12","null","223","null","65","null","0","12","null","null","0","12","null","null","17","null","26","null","49","null","43","null",
"1500000US060750264022","Block Group 2, Census Tract 264.02, San Francisco County, California","456","74","null","null","426","76","null","null","0","null","12","null","407","null","81","null","24","19","null","null","0","12","null","null","0","null","12","null","30","null","29","null",
"1500000US060750264023","Block Group 3, Census Tract 264.02, San Francisco County, California","435","89","null","null","392","91","null","null","0","null","12","null","327","null","88","null","61","39","null","null","0","12","null","null","13","null","21","null","30","null","41","null",
"1500000US060750264031","Block Group 1, Census Tract 264.03, San Francisco County, California","512","92","null","null","432","95","null","null","0","null","12","null","407","null","87","null","7","11","null","null","0","12","null","null","7","null","10","null","73","null","53","null",
"1500000US060750264032","Block Group 2, Census Tract 264.03, San Francisco County, California","641","99","null","null","527","97","null","null","6","null","11","null","452","null","97","null","51","37","null","null","0","12","null","null","24","null","28","null","90","null","35","null",
"1500000US060750264041","Block Group 1, Census Tract 264.04, San Francisco County, California","416","58","null","null","362","54","null","null","12","null","12","null","303","null","58","null","29","24","null","null","0","12","null","null","4","null","7","null","50","null","24","null",
"1500000US060750264042","Block Group 2, Census Tract 264.04, San Francisco County, California","305","50","null","null","251","60","null","null","6","null","9","null","228","null","61","null","35","17","null","null","6","9","null","null","4","null","6","null","50","null","30","null",
"1500000US060750301011","Block Group 1, Census Tract 301.01, San Francisco County, California","776","88","null","null","732","95","null","null","0","null","12","null","682","null","100","null","21","31","null","null","0","12","null","null","16","null","25","null","28","null","32","null",
"1500000US060750301012","Block Group 2, Census Tract 301.01, San Francisco County, California","596","87","null","null","596","87","null","null","0","null","12","null","596","null","87","null","28","32","null","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1500000US060750301013","Block Group 3, Census Tract 301.01, San Francisco County, California","382","86","null","null","309","81","null","null","0","null","12","null","282","null","86","null","33","39","null","null","20","34","null","null","26","null","22","null","47","null","41","null",
"1500000US060750301014","Block Group 4, Census Tract 301.01, San Francisco County, California","365","65","null","null","365","65","null","null","0","null","12","null","340","null","68","null","34","33","null","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1500000US060750301021","Block Group 1, Census Tract 301.02, San Francisco County, California","1138","143","null","null","1094","142","null","null","0","null","12","null","1024","null","138","null","46","45","null","null","0","12","null","null","0","null","12","null","44","null","38","null",
"1500000US060750301022","Block Group 2, Census Tract 301.02, San Francisco County, California","725","112","null","null","592","103","null","null","0","null","12","null","520","null","117","null","50","46","null","null","0","12","null","null","0","null","12","null","133","null","88","null",
