"","Census.Blockgroup","Children","Elderly","NonWhite","Poverty","Education","English","Elevation","SeaLevelRise","Precipitation","Diabetes","MentalHealth","Asthma","Disability","HousingViolations","Homeless","LivAlone","FloodHealthIndex","FloodHealthIndex_Quintiles"
"418",60750309003,0.187330003,0.215000003,0.536,0.079861003,0.933000016,0.074000002,186.806,0,0.0305904,0.048954,0.086361,0.027757,0.083000002,0.00658241,0.0002606,0.139000003,40.6062,2
"419",60750302012,0.119981,0.134,0.41,0.171367,0.912,0.1,209.846,0,0.00759228,0.043,0.0828,0.028093,0.089,0.00366667,0.0031735,0.307,40.5663,2
"420",60750154002,0.134989,0.139,0.4,0.189221,0.961,0.027,165.685,0,0,0.120948,0.230903,0.054432,0.096,0.00833333,0.0014668,0.417,40.5398,2
"421",60750326021,0.122076405,0.1520017,0.629995,0.285717145,0.901010358,0.226002434,179.68,0,0.00147164,0.043,0.0828,0.028093,0.114001244,0.00256975,0.0018761,0.273003129,40.2664,2
"422",60750217002,0.171856023,0.195000016,0.402,0.164746021,0.941000139,0.039000001,174.903,0,0.0075514,0.036,0.0991,0.019474,0.109000005,0.00333637,0.0021589,0.391000039,40.2396,2
"423",60750167002,0.044489,0.074,0.227,0.203696,0.984,0.006,117.25,0,0.00519784,0.063956,0.143118,0.036463,0.037,0.00371921,0.0021589,0.415,40.2329,2
"424",60750227022,0.158293031,0.074000015,0.319,0.065807025,0.959000345,0.037000007,49.7524,0,0.000551421,0.099,0.1455,0.046817,0.045000008,0.00431699,0.017613,0.27600011,40.2063,2
"425",60750215004,0.148567,0.11,0.368,0.120491,0.941,0.046,117.83,0,0.00321023,0.036,0.0991,0.019474,0.074,0.0113529,0.0021589,0.493,40.1796,2
"426",60750329011,0.146477,0.187,0.782,0.21172,0.854,0.172,146.716,0,0.00131417,0.064,0.1072,0.02498,0.101,0.00195094,0.0018761,0.137,39.9597,2
"427",60750326011,0.126101874,0.122999877,0.662,0.197439803,0.896999201,0.118999881,183.671,0,0.00621245,0.043,0.0828,0.028093,0.070999929,0.00418871,0.0018761,0.249999836,39.9196,2
"428",60750126022,0.152141668,0.09995586,0.156373,0.072847864,0.971570653,0.07096857,-7.2048,0.00576534,0.000897436,0.000138,0.052034,6.7e-05,0.064971256,0.00373692,0.0003448,0.544759281,39.8994,2
"429",60750134002,0.10615,0.138,0.218,0.118617,0.966,0.014,157.623,0,0.00235923,0.121,0.231,0.054453,0.054,0.00548011,0.0003448,0.465,39.893,2
"430",60750170002,0.071817004,0.145000007,0.226,0.115893011,0.990000055,0.003000002,139.549,0,0.00322623,0.059727,0.067412,0.031593,0.068000003,0.00429043,0.0021589,0.505000024,39.8796,2
"431",60750309006,0.18733,0.215,0.536,0.079861,0.933,0.074,164.25,0,0.0109571,0.079984,0.138074,0.039492,0.083,0,0.0002606,0.139,39.6462,2
"432",60750351006,0.161644,0.171,0.675,0.209019,0.871,0.103,57.4845,0,0.00217309,0.043,0.0828,0.028093,0.079,0.00034614,0.0018761,0.248,39.6129,2
"433",60750252003,0.189861,0.1,0.509,0.275787,0.947,0.013,87.6911,0,0.000971765,0.139,0.3703,0.067351,0.061,0.00362845,0.0032195,0.256,39.573,2
"434",60750165004,0.095305953,0.10200102,0.416994,0.237743377,0.93800938,0.08300083,233.845,0,0.00247369,0.063981,0.143852,0.036502,0.09800098,0.0021446,0.0042073,0.3600036,39.5664,2
"435",60750478021,0.147014,0.14,0.699,0.294842,0.825,0.112,204.132,0,0.000555786,0.043,0.1269,0.027109,0.112,0.00191939,0.0046154,0.418,39.5598,2
"436",60750478023,0.147013559,0.13999958,0.699001,0.294841115,0.824997525,0.111999664,168.612,0,8.71e-07,0.043,0.1269,0.027109,0.111999664,0.00208189,0.0046154,0.417998746,39.5598,2
"437",60750301011,0.085448101,0.087999931,0.383999,0.269931798,0.969000193,0.042999914,266.866,0,0.00357663,0.061371,0.1365,0.035419,0.085999917,0.00463641,0.0037988,0.419999921,39.5464,2
"438",60750168011,0.115951,0.062,0.426,0.234762,0.971,0.011,125.534,0,0.000704304,0.06438,0.145961,0.036902,0.081,0.00767085,0.0037988,0.48,39.5197,2
"439",60750206003,0.074234975,0.109999972,0.273,0.175167957,0.971999709,0.026999992,130,0,0,0.059,0.0544,0.030756,0.1399999,0.0119695,0.0021589,0.494999804,39.5131,2
"440",60750327002,0.142916571,0.178999463,0.656001,0.216352351,0.840997477,0.178999463,155.826,0,0.00179593,0.043,0.0828,0.028093,0.096999709,0.0020432,0.0018761,0.158999523,39.293,2
"441",60750311002,0.138291,0.131,0.541,0.165101,0.941,0.069,150.792,0,0.00680764,0.054213,0.116387,0.029516,0.074,0.00720723,0.0002606,0.245,39.2529,2
"442",60750135001,0.074459851,0.126999746,0.264001,0.106866786,0.968998062,0.040999918,190.562,0,0.000433158,0.120845,0.231274,0.054393,0.083999832,0.00427693,0.0003448,0.633998732,39.2198,2
"443",60750327006,0.142916857,0.178999821,0.656,0.216352784,0.840999159,0.178999821,167.753,0,0.00265919,0.043,0.0828,0.028093,0.096999903,0.00162206,0.0018761,0.158999841,38.9663,2
"444",60750332032,0.120602061,0.096000215,0.579,0.370135511,0.920000973,0.12900019,71.7572,0,0,0.08,0.1381,0.039498,0.103000122,0.00124193,0.0002606,0.249000369,38.9597,2
"445",60750311003,0.138291,0.131,0.541,0.165101,0.941,0.069,188.638,0,0.00365498,0.082,0.1428,0.044834,0.074,0.00382593,0.0002606,0.245,38.9463,2
"446",60750327001,0.142917,0.179,0.656,0.216353,0.84100045,0.179,148.324,0,0.00149762,0.043,0.0828,0.028093,0.097,0.00422915,0.0018761,0.159000395,38.9397,2
"447",60750128003,0.172778827,0.117999882,0.265001,0.114710885,0.957999042,0.016999983,18.9713,0,0.00399551,0,0.05159,0,0.055999944,0.00520833,0.0003448,0.4999995,38.8861,2
"448",60750170001,0.071817,0.145,0.226,0.115893,0.99,0.003,185.614,0,0.00248101,0.061347,0.096406,0.033458,0.068,0.00813872,0.0021589,0.505,38.8597,2
"449",60750309004,0.18733,0.215,0.536,0.079861,0.933,0.074,162.777,0,0.00614731,0.048757,0.086029,0.027669,0.083,0.00565709,0.0002606,0.139,38.6129,2
"450",60750330002,0.174831018,0.159000022,0.644,0.225606006,0.855000099,0.115000005,169.073,0,0.00268338,0.064,0.1072,0.02498,0.079000009,0.00409357,0.0018761,0.230000022,38.593,2
"451",60750303013,0.129898,0.184,0.514,0.128288,0.909,0.127,354.595,0,0.00261687,0.043034,0.082951,0.028044,0.078,0.00848564,0.0002606,0.292,38.5664,2
"452",60750132001,0.128435,0.235,0.197,0.071505,0.994,0.015,131.15,0,0,0.079465,0.169691,0.035767,0.069,0.0064568,0.0003448,0.47,38.5531,2
"453",60750204013,0.062136,0.086,0.221,0.088034,0.981,0.021,165.136,0,0.00312893,0.059,0.0544,0.030756,0.08,0.00992066,0.0021589,0.45,38.5263,2
"454",60750263021,0.183569129,0.129000124,0.837,0.223796322,0.787000576,0.146000265,224.035,0,0.000972526,0.082208,0.142975,0.045043,0.095000088,0.00437243,0.0005207,0.160000125,38.2798,2
"455",60750156001,0.173466142,0.099000146,0.465999,0.274542199,0.937001008,0.118000028,202.94,0,0.00319273,0.032,0.0669,0.019236,0.096000101,0.00608614,0.0046154,0.409000437,38.193,2
"456",60750171023,0.127785617,0.04999985,0.236001,0.158630524,0.999997957,0,258.694,0,0.00617453,0.064,0.143899,0.036513,0.041999874,0.0104559,0.0037988,0.35699977,38.193,2
"457",60750170003,0.071816739,0.144999442,0.226003,0.115892555,0.989996239,0.002999988,227.671,0,0.00228516,0.060894,0.088294,0.032936,0.067999741,0.00937082,0.0021589,0.504998068,38.1864,2
"458",60750308004,0.174006,0.212,0.485,0.057373,0.958,0.053,182.924,0,0.0340274,0.061983,0.107071,0.030678,0.09,0.00225919,0.0002721,0.212,37.9662,2
"459",60750330004,0.174831012,0.159000011,0.644,0.225606007,0.855000056,0.115000007,71.9109,0,0.000533857,0.070757,0.12025,0.031111,0.079000004,0.000874891,0.0018761,0.230000009,37.953,2
"460",60750331004,0.191754022,0.174000032,0.67,0.118961265,0.916000407,0.109000072,58.2001,0,0.000876084,0.08,0.1381,0.039498,0.064000041,0.00489215,0.0002606,0.143000145,37.9463,2
"461",60750310002,0.191506051,0.173000049,0.578,0.150374063,0.936000349,0.107000027,259.177,0,0.00569183,0.081977,0.14276,0.044822,0.096000028,0.00557621,0.0002606,0.17400009,37.9397,2
"462",60750328021,0.136478,0.175,0.803,0.24805,0.84,0.208,301.492,0,0.000260958,0.058774,0.101128,0.025755,0.115,0.00224888,0.0018761,0.274,37.9332,2
"463",60750302011,0.119981,0.134,0.41,0.171367,0.912,0.1,208.125,0,0.00333226,0.043,0.0828,0.028093,0.089,0.00399315,0.0031704,0.307,37.8997,2
"464",60750301012,0.085447829,0.087999824,0.384001,0.26993146,0.968998062,0.042999914,265.222,0,0.00233558,0.042903,0.083133,0.027956,0.085999828,0.0103751,0.0037988,0.41999916,37.8531,1
"465",60750204012,0.062136013,0.086000027,0.221,0.088034024,0.981000185,0.021000004,363.203,0,0.00882134,0.055252,0.061685,0.028918,0.080000023,0.0190204,0.0021589,0.450000095,37.853,1
"466",60750313021,0.1733328,0.13399986,0.87,0.383138459,0.799999104,0.182999746,285.138,0,0,0.080011,0.138127,0.039528,0.114999867,0.00229885,0.0005207,0.214999746,37.6199,1
"467",60750313012,0.174113,0.152,0.819,0.267079,0.833,0.133,210.088,0,0.000617781,0.077683,0.134238,0.038621,0.115,0.00317461,0.0005141,0.208,37.6198,1
"468",60750310003,0.191506003,0.173000004,0.578,0.150374009,0.936000022,0.107000005,238.002,0,0.00393255,0.077423,0.134994,0.042503,0.096000003,0.00406752,0.0002606,0.174000004,37.613,1
"469",60750351005,0.161644181,0.171000148,0.675,0.209019256,0.871000995,0.103000131,67.2432,0,0.000746444,0.043,0.0828,0.028093,0.079000096,0.00206825,0.0018761,0.248000287,37.6063,1
"470",60750328023,0.136478,0.175,0.803,0.24805,0.84,0.208,269.71,0,0.000191973,0.043032,0.082837,0.028088,0.115,0.00301432,0.0018761,0.274,37.5932,1
"471",60750305002,0.14419,0.269,0.471,0.164066,0.896,0.075,546.313,0,0.00102694,0.036,0.0991,0.019474,0.206,0.00444984,0.0002606,0.333,37.5865,1
"472",60750311005,0.138291,0.131,0.541,0.165101,0.941,0.069,229.903,0,0.0108242,0.04347,0.088648,0.024565,0.074,0.00813481,0.0004187,0.245,37.5796,1
"473",60750128004,0.172779,0.118,0.265,0.114711,0.958,0.017,7.51802,0,0.00421188,0,0.0516,0,0.056,0.00358852,0.0003448,0.5,37.5661,1
"474",60750214003,0.147731,0.097,0.306,0.070252,0.964,0.006,140.641,0,0.0144426,0.058927,0.054541,0.03072,0.042,0.00798403,0.0021589,0.363,37.5462,1
"475",60750204011,0.062135994,0.086000005,0.221,0.088033993,0.980999693,0.020999989,244.202,0,0.00303996,0.059019,0.054743,0.030778,0.079999994,0.0146359,0.0021589,0.449999884,37.5197,1
"476",60750132003,0.128435157,0.235000069,0.196999,0.071505097,0.99400069,0.015000024,89.6296,0,0.000327178,0.062567,0.144329,0.028157,0.069000057,0.00387597,0.0003448,0.470000234,37.2397,1
"477",60750426023,0.206787,0.153,0.45,0.165313,0.905,0.087,121.003,0,0.00300959,0.035867,0.087993,0.022004,0.093,0.00270782,0.0046154,0.271,37.2396,1
"478",60750129023,0.072392,0.115,0.272,0.137145,0.983,0.025,11.8385,0,0.00106793,0,0.0516,0,0.038,0.00417101,0.0003448,0.551,37.2262,1
"479",60750302023,0.096601052,0.087000074,0.514,0.242551051,0.942000364,0.056000051,257.249,0,0.00550633,0.043,0.0828,0.028093,0.024000031,0.00711308,0.0015125,0.403000117,37.213,1
"480",60750204021,0.066860081,0.141000063,0.296,0.125484063,0.982000472,0.019000012,529.939,0,0.00177192,0.041626,0.088166,0.022234,0.121000037,0.0066576,0.0021589,0.502000152,37.1998,1
"481",60750214001,0.147731,0.097,0.306,0.070252,0.964,0.006,130.658,0,0.00332617,0.061515,0.064329,0.031906,0.042,0.0140536,0.0021589,0.363,37.1996,1
"482",60750351004,0.161643986,0.17099995,0.675,0.209018999,0.870999939,0.103000003,74.054,0,0.000667481,0.043,0.0828,0.028093,0.078999999,0.00113895,0.0018761,0.247999986,36.9463,1
"483",60750157004,0.061339,0.097,0.495,0.242024,0.933,0.05,218.313,0,0.00245246,0.050637,0.111745,0.029298,0.081,0.00167112,0.0046154,0.342,36.9064,1
"484",60750134001,0.106149682,0.137999586,0.218002,0.118616644,0.965997102,0.013999958,154.027,0,0,0.121,0.231,0.054453,0.053999838,0.00701754,0.0003448,0.464998605,36.8798,1
"485",60750305001,0.14419,0.269,0.471,0.164066,0.896,0.075,558.279,0,0.0005607,0.043565,0.084397,0.023185,0.206,0.00246305,0.0002606,0.333,36.6065,1
"486",60750133001,0.196989803,0.16999983,0.289001,0.178377822,0.957999042,0.063999936,168.182,0,0.00113706,0.05121,0.102302,0.026822,0.117999882,0.00757576,0.0003448,0.378999621,36.5597,1
"487",60750303011,0.129898093,0.184000088,0.514,0.128288106,0.909000502,0.127000061,286.224,0,0.00682375,0.043,0.0828,0.028093,0.078000042,0.00298832,0.0002606,0.292000129,36.273,1
"488",60750211001,0.149512,0.114,0.32,0.146593,0.985,0.01,105.64,0,0.00119807,0.061609,0.064702,0.031949,0.092,0.00658288,0.0021589,0.323,36.2263,1
"489",60750216001,0.097347098,0.149000076,0.455,0.131719081,0.946000612,0.00900003,185.235,0,0.00223578,0.036,0.0991,0.019474,0.08100005,0.00627884,0.0021589,0.367000316,36.2197,1
"490",60750313013,0.174113,0.152,0.819,0.267079,0.833,0.133,260.54,0,0.000700669,0.080107,0.138353,0.039791,0.115,0.00149142,0.0005207,0.208,35.9665,1
"491",60750428003,0.276198632,0.202999594,0.327001,0.09758224,0.970999113,0.036000151,32,0,0.0348313,0.038325,0.106475,0.023936,0.064999947,0.00198117,0.0003448,0.220000167,35.9527,1
"492",60750326013,0.126102,0.123,0.662,0.19744,0.897,0.119,205,0,0.00437383,0.043,0.0828,0.028093,0.071,0.00109722,0.0018761,0.25,35.9463,1
"493",60750326012,0.12610187,0.12299989,0.662,0.197439779,0.896999134,0.118999864,193.136,0,0.00324452,0.043,0.0828,0.028093,0.070999949,0.0028169,0.0018761,0.249999812,35.933,1
"494",60750157003,0.061338739,0.096999528,0.495003,0.242022698,0.932995165,0.049999721,207.061,0,0.000816212,0.032076,0.067084,0.019277,0.08099959,0.00479767,0.0046153,0.341998279,35.8731,1
"495",60750211003,0.149511862,0.113999878,0.32,0.146592783,0.98499908,0.009999987,168.751,0,0.00301669,0.059,0.0544,0.030756,0.091999862,0.0118932,0.0021589,0.322999749,35.873,1
"496",60750301014,0.085448,0.088,0.384,0.269932,0.969,0.043,271.849,0,0.00171859,0.04273,0.083428,0.027761,0.086,0.00791936,0.0032619,0.42,35.8598,1
"497",60750351002,0.161644,0.171,0.675,0.209019,0.871,0.103,68.7302,0,0,0.043,0.0828,0.028093,0.079,0.00274863,0.0018761,0.248,35.5997,1
"498",60750217003,0.171856,0.195,0.402,0.164746,0.941,0.039,206.399,0,0.000948892,0.036,0.0991,0.019474,0.109,0.00578496,0.0021589,0.391,35.5531,1
"499",60750130004,0.08949,0.142,0.186,0.143991,0.965,0.008,33.4361,0,0.000497877,0,0.0516,0,0.057,0.00686912,0.0003448,0.485,35.5463,1
"500",60750328013,0.185419,0.208,0.723,0.222082,0.847,0.17,267.323,0,0.00128254,0.064,0.1072,0.02498,0.11,0.000272331,0.0018761,0.161,35.2998,1
"501",60750311004,0.138291072,0.131000065,0.541,0.165101057,0.941000353,0.06900004,236.433,0,0.002537,0.08198,0.142766,0.044824,0.074000036,0.00535046,0.0002606,0.245000066,35.2664,1
"502",60750171021,0.12778587,0.050000003,0.236001,0.158630773,0.999998952,0,274.183,0,0.00457909,0.063987,0.143879,0.036505,0.041999979,0.00755735,0.0037988,0.356999708,35.1997,1
"503",60750327005,0.142917,0.179,0.656,0.216353,0.841,0.179,233.043,0,0.0010317,0.043,0.0828,0.028093,0.097,0.00293501,0.0018761,0.159,34.9531,1
"504",60750601001,0.246477964,0.029775797,0.22186,0.099742931,0.992526102,0.006947695,-6.75712,0.0555552,0.00136021,0.000184,0.000511,0.000114,0.046648733,0.000193517,0.0003422,0.286840058,34.9527,1
"505",60750330001,0.174831,0.159,0.644,0.225606,0.855,0.115,194.06,0,0.000418086,0.064,0.1072,0.02498,0.079,0.00544323,0.0018761,0.23,34.9198,1
"506",60750130002,0.08949,0.142,0.186,0.143991,0.965,0.008,44.7525,0,0.000815384,0,0.0516,0,0.057,0.00418679,0.0003448,0.485,34.8996,1
"507",60750128002,0.172778482,0.117999646,0.265002,0.114710656,0.957997126,0.016999949,58.246,0,0.00425406,0,0.051596,0,0.055999832,0.00361882,0.0003448,0.4999985,34.8995,1
"508",60750134003,0.106149682,0.137999586,0.218002,0.118616644,0.965997102,0.013999958,209.286,0,0.00052696,0.121,0.231,0.054453,0.053999838,0.00632467,0.0003448,0.464998605,34.8865,1
"509",60750131011,0.069901908,0.060999977,0.302001,0.078558104,1.000998805,0.031000065,113.849,0,0.00138895,0.051874,0.217793,0.025114,0.03299999,0.00464723,0.0003448,0.589999233,34.553,1
"510",60750167003,0.044489044,0.074000036,0.227,0.203696059,0.984000399,0.006000011,153.545,0,0,0.064,0.143895,0.036512,0.037000029,0.00583591,0.002451,0.415000163,34.5398,1
"511",60750133003,0.196989606,0.16999966,0.289001,0.178377643,0.957998084,0.063999872,217.087,0,0.0052506,0.044642,0.090209,0.024238,0.117999764,0.00393224,0.0003448,0.378999242,34.253,1
"512",60750154005,0.134989188,0.139000162,0.399999,0.18922117,0.961000915,0.027000061,181.866,0,0.00448036,0.032,0.0669,0.019236,0.096000113,0.00400534,0.0003448,0.417000362,34.2463,1
"513",60750154003,0.134989014,0.139000023,0.4,0.189221057,0.96100022,0.027000012,201.878,0,0.00343072,0.032139,0.067156,0.019291,0.096000019,0.00523062,0.0003448,0.417000081,34.233,1
"514",60750171013,0.130177745,0.106999795,0.195002,0.093898837,0.985998149,0,272.334,0,0.00256959,0.064,0.1439,0.036513,0.064999875,0.00469484,0.0037988,0.436999177,34.2064,1
"515",60750156002,0.173466,0.099,0.466,0.274542,0.937,0.118,211.191,0,0.00112904,0.032004,0.066906,0.01924,0.096,0.00642711,0.0046154,0.409,34.1931,1
"516",60750156003,0.173466149,0.099000197,0.465999,0.274542563,0.937001299,0.118000092,193.958,0,0.000810368,0.032,0.0669,0.019236,0.096000112,0.00598578,0.0046154,0.409000552,34.1931,1
"517",60750328011,0.185419,0.208,0.723,0.222082,0.847,0.17,359.439,0,0.000298359,0.064,0.1072,0.02498,0.11,0.00257018,0.0018761,0.161,33.9532,1
"518",60750301023,0.141026063,0.124000052,0.378,0.085751046,0.982000479,0.041,359.891,0,0.00603601,0.062139,0.11179,0.03441,0.038000032,0.00359195,0.003463,0.347000212,33.893,1
"519",60750217001,0.171856017,0.195000027,0.402,0.16474602,0.941000133,0.039000004,215.753,0,0.00242836,0.036028,0.099059,0.019494,0.109000017,0.00240385,0.0021589,0.39100005,33.5864,1
"520",60750154001,0.134989,0.139,0.4,0.189221,0.961,0.027,169.892,0,0,0.074975,0.146139,0.036241,0.096,0.00538358,0.0003448,0.417,33.5665,1
"521",60750252004,0.189861033,0.100000018,0.509,0.275787042,0.947000188,0.013000022,192.43,0,0,0.139,0.3703,0.067351,0.061000012,0.00464171,0.0032195,0.256000053,33.5665,1
"522",60750212002,0.137712098,0.099000048,0.241,0.134181028,0.989000369,0.013000018,187.08,0,0.0048277,0.058649,0.055083,0.030584,0.042000048,0.0058789,0.0021589,0.399999994,33.5463,1
"523",60750131012,0.069901736,0.060999791,0.302003,0.078557757,1.000996242,0.030999916,178.805,0,0.000363136,0.079,0.3047,0.038247,0.032999894,0.00574454,0.0003448,0.58999778,33.5398,1
"524",60750214002,0.147730852,0.096999903,0.306001,0.07025193,0.963999036,0.005999994,114.937,0,0.00117124,0.049041,0.081834,0.025826,0.041999958,0.0115691,0.0021589,0.362999637,33.533,1
"525",60750331002,0.191754,0.174,0.67,0.118961,0.916,0.109,106.816,0,0.000674156,0.08,0.1381,0.039498,0.064,0.00126024,0.0002606,0.143,33.313,1
"526",60750171022,0.127786281,0.050000247,0.235999,0.158631171,1.000001959,0,295.379,0,0.00787564,0.063943,0.143809,0.036478,0.042000076,0.00254066,0.0037988,0.357000692,33.233,1
"527",60750309007,0.187330457,0.215000489,0.535998,0.079862982,0.933004055,0.074000663,140.504,0,0.000851071,0.08,0.1381,0.039498,0.08300047,0.00167168,0.0002606,0.139001225,32.9797,1
"528",60750308001,0.174006112,0.212000106,0.485,0.057373035,0.958000526,0.05300002,330.316,0,0.0165281,0.047,0.0831,0.027004,0.090000037,0.00154499,0.0002606,0.212000118,32.9663,1
"529",60750216002,0.09734705,0.149000037,0.455,0.131719037,0.946000283,0.009000008,357.744,0,0.00246816,0.036018,0.099065,0.019483,0.081000022,0.00539745,0.0021589,0.36700009,32.8931,1
"530",60750171011,0.130178007,0.107000014,0.195,0.093899011,0.986000098,0,323.197,0,0.00252509,0.064,0.1439,0.036513,0.065000007,0.00555556,0.0029863,0.43700005,32.8731,1
"531",60750301013,0.085448,0.088,0.384,0.269932,0.969,0.043,255.156,0,0.00054028,0.043,0.0828,0.028093,0.086,0.00636132,0.0037988,0.42,32.8665,1
"532",60750309005,0.18733,0.215,0.536,0.079861,0.933,0.074,240.592,0,0.0028846,0.047029,0.083148,0.027015,0.083,0.00434593,0.0002606,0.139,32.6197,1
"533",60750133004,0.19699,0.17,0.289,0.178378,0.958,0.064,168.61,0,0.000223496,0.031988,0.066874,0.019229,0.118,0.0103761,0.0003448,0.379,32.5531,1
"534",60750130003,0.08949,0.142,0.186,0.143991,0.965,0.008,43.0755,0,0,0,0.0516,0,0.057,0.00472814,0.0003448,0.485,32.233,1
"535",60750129012,0.060841974,0.091999968,0.229001,0.060512061,0.985999329,0.018999995,39.6192,0,0,8.5e-05,0.051871,4.1e-05,0.04999995,0.0066718,0.0003448,0.500999727,32.213,1
"536",60750215005,0.148567,0.11,0.368,0.120491,0.941,0.046,112.823,0,0,0.036,0.0991,0.019474,0.074,0.00741489,0.0021589,0.493,32.1931,1
"537",60750263022,0.180815184,0.127064802,0.839445,0.22043873,0.775193713,0.143809807,254.364,0,0,0.081779,0.142416,0.044714,0.093574845,0.000839631,0.0005207,0.157599737,31.9732,1
"538",60750331001,0.191754034,0.174000053,0.67,0.118961538,0.916000789,0.109000142,147.244,0,0.000174634,0.08,0.1381,0.039498,0.064000077,0.00440529,0.0002606,0.143000277,31.9531,1
"539",60750218001,0.164463836,0.10999989,0.263001,0.148654851,0.980999019,0.004999995,103.983,0,0.00319743,0.03603,0.09918,0.019489,0.035999964,0.00331825,0.0021589,0.274999725,31.9129,1
"540",60750303014,0.129898087,0.184000083,0.514,0.128288099,0.90900047,0.127000057,375.616,0,0.000934215,0.047878,0.088468,0.02737,0.078000039,0.00268007,0.0002606,0.292000121,31.6065,1
"541",60750303012,0.129898026,0.184000023,0.514,0.128288065,0.909000253,0.127000015,294.412,0,0.000456828,0.043,0.0828,0.028093,0.078000006,0.00732197,0.0002606,0.292000108,31.5732,1
"542",60750310001,0.191506,0.173,0.578,0.150374,0.936,0.107,373.199,0,0.00188543,0.047343,0.083685,0.027178,0.096,0.0049505,0.0002606,0.174,31.2731,1
"543",60750301022,0.141026027,0.124000046,0.378,0.08575103,0.982000163,0.041000014,347.912,0,0.0346526,0.036001,0.099097,0.019476,0.038000034,0.0046195,0.0002606,0.347000057,30.9196,1
"544",60750303021,0.172000452,0.162998533,0.582004,0.195120244,0.926991657,0.112998983,331.246,0,0.00262715,0.043169,0.082997,0.028068,0.076999307,0.00228659,0.0002606,0.238997849,30.6264,1
"545",60750308003,0.174006132,0.212000152,0.485,0.057373056,0.958000659,0.053000052,266.038,0,0.00262246,0.047003,0.083105,0.027005,0.090000059,0.00239121,0.0002606,0.212000098,30.6264,1
"546",60750308005,0.174006104,0.212000083,0.485,0.057373089,0.958000499,0.053000052,287.694,0,0.00205504,0.061501,0.103658,0.025277,0.090000037,0.00358209,0.0002606,0.212000099,30.6131,1
"547",60750218002,0.164463836,0.10999989,0.263001,0.148654851,0.980999019,0.004999995,159.069,0,0.00199889,0.036227,0.099697,0.01958,0.035999964,0.00733653,0.0021589,0.274999725,30.553,1
"548",60750213001,0.170221,0.106,0.252,0.116908,0.979,0.022,186.808,0,0.00237124,0.055662,0.060888,0.029119,0.065,0.00727273,0.0021589,0.284,30.2197,1
"549",60750309002,0.187330009,0.215000008,0.536,0.079861007,0.933000044,0.074000005,238.884,0,0.00221067,0.0472,0.083441,0.027105,0.083000004,0.00306513,0.0002606,0.139000008,29.9664,1
"550",60750304001,0.195712062,0.154000059,0.539,0.16022907,0.933000335,0.095000041,382.862,0,0.00997721,0.063782,0.107049,0.024967,0.067000028,0.00189394,0.0002606,0.179000086,29.9663,1
"551",60750302013,0.119980745,0.133999746,0.410002,0.171366589,0.911997997,0.099999802,245.002,0,0.000970956,0.043,0.0828,0.028093,0.088999796,0.00246305,0.0003784,0.306999315,29.9398,1
"552",60750218004,0.164464117,0.11000013,0.263,0.148655117,0.981000666,0.005000031,145.457,0,0.00339046,0.036059,0.099156,0.019507,0.036000073,0.00409417,0.0021589,0.275000259,29.9063,1
"553",60750133002,0.19699,0.17,0.289,0.178378,0.958,0.064,237.011,0,0,0.051515,0.102881,0.026958,0.118,0.0051282,0.0003448,0.379,29.5732,1
"554",60750154004,0.134989,0.139,0.4,0.189221,0.961,0.027,216.174,0,0.00119507,0.032,0.0669,0.019236,0.096,0.00407,0.0003448,0.417,29.5731,1
"555",60750303023,0.172002,0.163,0.582,0.195122,0.927,0.113,378.977,0,0.00178957,0.063981,0.107178,0.024983,0.077,0.00216451,0.0002606,0.239,29.2931,1
"556",60750212001,0.137712,0.099,0.241,0.134181,0.989,0.013,253.404,0,0.0014446,0.059,0.0544,0.030756,0.042,0.00663544,0.0021589,0.4,29.2131,1
"557",60750311001,0.138291,0.131,0.541,0.165101,0.941,0.069,146.231,0,0.000514316,0.036001,0.099101,0.019475,0.074,0.00412305,0.001438,0.245,28.5931,1
"558",60750212003,0.137712,0.099,0.241,0.134181,0.989,0.013,273.354,0,0.000840903,0.058979,0.05444,0.030746,0.042,0.0148055,0.0021589,0.4,28.5265,1
"559",60750133005,0.19699,0.17,0.289,0.178378,0.958,0.064,191.644,0,0.000353245,0.032,0.0669,0.019236,0.118,0.00353535,0.0003448,0.379,27.9198,1
"560",60750308002,0.174006195,0.212000207,0.484999,0.057373109,0.958000996,0.053000046,357.532,0,0.00239087,0.047,0.0831,0.027004,0.090000104,0.00043802,0.0002606,0.212000181,27.6331,1
"561",60750306002,0.211645102,0.201000101,0.389,0.066298071,0.993000537,0.037000009,433.669,0,0.0056733,0.046997,0.083104,0.027002,0.069000063,0.00321395,0.0002606,0.222000113,27.6197,1
"562",60750171012,0.130178,0.107,0.195,0.093899,0.986,0,304.051,0,0,0.064,0.14389,0.036512,0.065,0.00544465,0.0029093,0.437,27.5399,1
"563",60750303022,0.172002064,0.163000071,0.582,0.195122058,0.927000378,0.113000047,496.6,0,0.000930043,0.063991,0.10719,0.024981,0.07700003,0.00289017,0.0002606,0.239000103,27.2865,1
"564",60750307001,0.175235048,0.172000049,0.483,0.120782028,0.919000241,0.015000009,354.045,0,0.00107277,0.046267,0.084166,0.026502,0.108000022,0.00407786,0.0002606,0.194000075,27.2798,1
