"geoid","percentage"
"60750101001",0.917910447761194
"60750101002",0.749833222148099
"60750102001",0.947368421052632
"60750102002",0.863111111111111
"60750102003",0.826161790017212
"60750103001",0.936285097192225
"60750103002",0.887417218543046
"60750103003",0.788491446345257
"60750104001",0.773333333333333
"60750104002",0.891951488423374
"60750104003",0.964125560538117
"60750104004",0.79535864978903
"60750105001",0.796296296296296
"60750105002",0.897816593886463
"60750106001",0.845425867507886
"60750106002",0.555555555555556
"60750106003",0.502454991816694
"60750107001",0.936768149882904
"60750107002",0.5580204778157
"60750107003",0.557856272838002
"60750107004",0.481099656357388
"60750108001",0.904273504273504
"60750108002",0.734668335419274
"60750108003",0.921754084264832
"60750109001",0.795634920634921
"60750109002",0.899231426131512
"60750109003",0.765295887662989
"60750110001",0.878787878787879
"60750110002",0.866171003717472
"60750110003",0.727777777777778
"60750111001",0.9234404536862
"60750111002",0.810473815461347
"60750111003",0.587577639751553
"60750112001",0.753456221198157
"60750112002",0.896032831737346
"60750112003",0.781931464174455
"60750113001",0.655405405405405
"60750113002",0.498927038626609
"60750117001",0.701271186440678
"60750117002",0.59016393442623
"60750118001",0.598877980364656
"60750119011",0.889367816091954
"60750119012",0.873015873015873
"60750119021",0.859318346627991
"60750119022",0.878947368421053
"60750120001",0.693791946308725
"60750120002",0.816967792615868
"60750121001",0.921070693205216
"60750121002",0.804985337243402
"60750122011",0.822873900293255
"60750122012",0.685567010309278
"60750122021",0.686358099878197
"60750123011",0.446640316205534
"60750123012",0.60948905109489
"60750123021",0.759011328527291
"60750123022",0.682162162162162
"60750124011",0.641135972461274
"60750124012",0.605886116442738
"60750124021",0.629449838187702
"60750124022",0.87018544935806
"60750124023",0.649609713790113
"60750125011",0.698876404494382
"60750125012",0.382857142857143
"60750125021",0.335218093699515
"60750125022",0.353174603174603
"60750126011",0.936265137029955
"60750126021",0.991368680641184
"60750126022",0.877370417193426
"60750127001",0.904972375690608
"60750127002",1
"60750127003",0.810752688172043
"60750128001",0.954451345755694
"60750128002",0.909620991253644
"60750128003",0.872037914691943
"60750128004",0.792838874680307
"60750129011",0.951523545706371
"60750129012",0.892382103990326
"60750129021",0.912925170068027
"60750129022",0.877492877492878
"60750129023",0.900854700854701
"60750130001",0.957816377171216
"60750130002",0.930693069306931
"60750130003",0.947901591895803
"60750130004",0.928969359331476
"60750131011",0.964964964964965
"60750131012",0.90896159317212
"60750131021",0.917633410672854
"60750131022",0.940845070422535
"60750132001",0.972734562951083
"60750132002",0.89751552795031
"60750132003",0.955223880597015
"60750133001",0.86046511627907
"60750133002",0.984962406015038
"60750133003",0.760141093474427
"60750133004",0.96652719665272
"60750133005",0.955922865013774
"60750134001",0.852272727272727
"60750134002",0.878394332939788
"60750134003",0.904376012965964
"60750135001",0.96505376344086
"60750135002",0.85394581861013
"60750151001",0.777319587628866
"60750151002",0.850328947368421
"60750152001",0.713455149501661
"60750152002",0.958391123439667
"60750152003",0.880503144654088
"60750153001",1
"60750153002",0.911153119092628
"60750154001",0.857808857808858
"60750154002",0.956639566395664
"60750154003",0.875335120643432
"60750154004",0.927437641723356
"60750154005",0.968804159445407
"60750155001",0.612903225806452
"60750155002",0.540380047505938
"60750155003",0.701657458563536
"60750156001",0.902439024390244
"60750156002",0.887543252595156
"60750156003",0.834879406307978
"60750157001",0.933858267716535
"60750157002",0.935446009389671
"60750157003",0.799768518518518
"60750157004",1
"60750158011",0.826086956521739
"60750158012",0.743440233236152
"60750158013",0.709433962264151
"60750158021",0.899149453219927
"60750158022",0.869736842105263
"60750159001",0.712471131639723
"60750159002",0.893211920529801
"60750160001",0.748156551332955
"60750161001",0.736842105263158
"60750161002",0.678740157480315
"60750161003",0.493303571428571
"60750161004",0.693788276465442
"60750162001",0.90228013029316
"60750162002",0.832786885245902
"60750162003",0.891891891891892
"60750163001",0.588235294117647
"60750163002",0.914110429447853
"60750163003",0.95837023914969
"60750164001",0.932307692307692
"60750164002",0.925799086757991
"60750165001",0.789029535864979
"60750165002",0.901149425287356
"60750165003",0.810372771474878
"60750165004",0.965779467680608
"60750166001",0.958011049723757
"60750166002",0.969818913480885
"60750166003",0.913294797687861
"60750166004",0.96
"60750167001",1
"60750167002",0.888535031847134
"60750167003",0.976699029126214
"60750167004",1
"60750168011",0.974182444061962
"60750168012",0.889267461669506
"60750168013",0.954631379962193
"60750168021",0.877112135176651
"60750168022",0.831460674157303
"60750168023",0.919520547945205
"60750169001",0.964730290456432
"60750169002",0.94949494949495
"60750170001",0.979820627802691
"60750170002",0.865300146412884
"60750170003",0.965346534653465
"60750171011",0.924354243542435
"60750171012",0.962783171521036
"60750171013",0.967625899280576
"60750171021",0.941448382126348
"60750171022",1
"60750171023",0.963660834454912
"60750176011",NA
"60750176012",0.509159823120657
"60750176013",0.718589743589744
"60750176014",0.724299065420561
"60750176015",0.592821782178218
"60750177001",0.912621359223301
"60750177002",0.891304347826087
"60750178011",0.133187772925764
"60750178012",0.706620209059233
"60750178021",0.784172661870504
"60750178022",0.791304347826087
"60750179021",0.851535836177474
"60750180001",0.952491309385863
"60750180002",0.952380952380952
"60750201001",0.750798722044728
"60750201002",0.766138855054811
"60750201003",0.689320388349515
"60750201004",0.54404646660213
"60750202001",0.893719806763285
"60750202002",0.846955128205128
"60750202003",0.807148175725987
"60750203001",0.938633193863319
"60750203002",0.95054945054945
"60750203003",0.83008356545961
"60750204011",0.90715667311412
"60750204012",1
"60750204013",0.95059880239521
"60750204021",0.941434846266471
"60750204022",0.943181818181818
"60750205001",0.957915831663327
"60750205002",0.8584686774942
"60750205003",0.950207468879668
"60750206001",0.852504638218924
"60750206002",1
"60750206003",0.969498910675381
"60750206004",0.938931297709924
"60750207001",0.951152073732719
"60750207002",0.818365287588295
"60750207003",0.973305954825462
"60750208001",0.818355640535373
"60750208002",0.807453416149068
"60750208003",0.800898203592814
"60750208004",0.839598997493734
"60750209001",0.808823529411765
"60750209002",0.732782369146005
"60750209003",0.966573816155989
"60750209004",0.832627118644068
"60750210001",1
"60750210002",1
"60750210003",0.895434462444772
"60750210004",0.814882032667877
"60750211001",0.933098591549296
"60750211002",0.909090909090909
"60750211003",0.811244979919679
"60750211004",0.970944309927361
"60750212001",0.958167330677291
"60750212002",0.963917525773196
"60750212003",0.975609756097561
"60750213001",0.928571428571429
"60750213002",0.955583756345178
"60750214001",0.858536585365854
"60750214002",0.985422740524781
"60750214003",0.953376205787781
"60750215001",0.685912240184757
"60750215002",0.964285714285714
"60750215003",1
"60750215004",1
"60750215005",0.956607495069034
"60750216001",0.893640350877193
"60750216002",0.920353982300885
"60750217001",0.860869565217391
"60750217002",0.958605664488017
"60750217003",0.85143570536829
"60750218001",0.899505766062603
"60750218002",0.959514170040486
"60750218003",0.952380952380952
"60750218004",0.870069605568445
"60750226001",1
"60750226002",0.885754583921015
"60750227021",0.956262425447316
"60750227022",0.983640081799591
"60750227041",0.948275862068966
"60750227042",0.968944099378882
"60750228011",0.898785425101215
"60750228012",0.92938209331652
"60750228013",0.930489731437599
"60750228021",0.743589743589744
"60750228022",0.872941176470588
"60750228031",0.865168539325843
"60750228032",0.904135338345865
"60750228033",0.910179640718563
"60750229011",0.906422018348624
"60750229012",0.868092691622103
"60750229013",0.80184331797235
"60750229021",0.895486935866983
"60750229022",0.880195599022005
"60750229031",0.88265306122449
"60750229032",0.935361216730038
"60750229033",0.754658385093168
"60750230011",0.910828025477707
"60750230012",0.846575342465753
"60750230013",0.76824034334764
"60750230031",0.923439340400471
"60750230032",0.932011331444759
"60750231021",0.796669588080631
"60750231022",0.697788697788698
"60750231031",0.741626794258373
"60750231032",0.614084507042253
"60750232001",0.804034582132565
"60750232002",0.813519813519814
"60750232003",0.713636363636364
"60750233001",0.896116504854369
"60750234001",0.668934240362812
"60750234002",0.850746268656716
"60750251001",0.957746478873239
"60750251002",0.923076923076923
"60750251003",0.801089918256131
"60750252001",0.884313725490196
"60750252002",0.977124183006536
"60750252003",0.933586337760911
"60750252004",1
"60750253001",0.934959349593496
"60750253002",0.927492447129909
"60750253003",0.808429118773946
"60750253004",0.985507246376812
"60750254011",0.958483754512635
"60750254012",0.896725440806045
"60750254013",0.918918918918919
"60750254021",0.970822281167109
"60750254022",0.738170347003155
"60750254023",0.954326923076923
"60750254031",0.809602649006622
"60750254032",0.89272503082614
"60750255001",0.790419161676647
"60750255002",1
"60750255003",0.849726775956284
"60750255004",0.888157894736842
"60750255005",0.815730337078652
"60750255006",0.880829015544041
"60750256001",0.841796875
"60750256002",0.679640718562874
"60750256003",0.939828080229226
"60750256004",0.819512195121951
"60750257011",0.930875576036866
"60750257012",0.873887240356083
"60750257013",0.908077994428969
"60750257021",0.953168044077135
"60750257022",0.893069306930693
"60750257023",0.759067357512953
"60750258001",0.861271676300578
"60750258002",0.833333333333333
"60750259001",0.766906474820144
"60750259002",0.83125
"60750259003",1
"60750260011",0.830242510699001
"60750260012",0.866304347826087
"60750260021",0.892857142857143
"60750260022",0.868975903614458
"60750260031",0.837570621468927
"60750260032",0.741046831955923
"60750260041",0.712827988338192
"60750260042",0.833060556464812
"60750261001",0.638655462184874
"60750261002",0.825662482566248
"60750261003",0.92901878914405
"60750261004",0.802739726027397
"60750262001",0.847457627118644
"60750262002",0.768079800498753
"60750262003",0.870967741935484
"60750262004",0.848421052631579
"60750262005",0.815561959654179
"60750263011",0.799410029498525
"60750263012",0.773097826086957
"60750263013",0.944078947368421
"60750263021",0.972602739726027
"60750263022",0.844827586206897
"60750263023",0.876337693222354
"60750263031",0.876635514018692
"60750263032",0.874822190611664
"60750264011",0.942604856512141
"60750264012",0.706896551724138
"60750264021",0.801801801801802
"60750264022",0.93421052631579
"60750264023",0.901149425287356
"60750264031",0.84375
"60750264032",0.822152886115445
"60750264041",0.870192307692308
"60750264042",0.822950819672131
"60750301011",0.943298969072165
"60750301012",1
"60750301013",0.80890052356021
"60750301014",1
"60750301021",0.961335676625659
"60750301022",0.816551724137931
"60750301023",1
"60750302011",0.91869918699187
"60750302012",0.8125
"60750302013",0.963093145869947
"60750302021",0.912988650693569
"60750302022",0.885117493472585
"60750302023",1
"60750303011",0.723785166240409
"60750303012",1
"60750303013",0.811428571428571
"60750303014",0.934362934362934
"60750303021",0.911340206185567
"60750303022",0.925842696629213
"60750303023",0.935714285714286
"60750304001",0.923728813559322
"60750304002",0.933333333333333
"60750304003",0.939834024896266
"60750304004",0.91715976331361
"60750304005",0.80503144654088
"60750305001",0.951704545454545
"60750305002",0.968051118210863
"60750305003",0.639473684210526
"60750306001",0.873239436619718
"60750306002",0.963696369636964
"60750306003",0.878892733564014
"60750307001",0.89307624890447
"60750307002",0.978662873399715
"60750307003",0.957207207207207
"60750308001",0.960591133004926
"60750308002",0.854700854700855
"60750308003",0.85593220338983
"60750308004",0.911392405063291
"60750308005",0.903649635036496
"60750309001",1
"60750309002",0.919765166340509
"60750309003",0.955156950672646
