"geoid","percentage"
"60750309004",1
"60750309005",0.9064039408867
"60750309006",0.91566265060241
"60750309007",0.909433962264151
"60750310001",0.902366863905325
"60750310002",0.897872340425532
"60750310003",0.910536779324056
"60750311001",0.946547884187082
"60750311002",0.96588868940754
"60750311003",0.915254237288136
"60750311004",0.929032258064516
"60750311005",0.98036253776435
"60750312011",0.905747126436782
"60750312012",0.919291338582677
"60750312013",0.837944664031621
"60750312014",0.854111405835544
"60750312021",0.9119804400978
"60750312022",0.860169491525424
"60750313011",0.794117647058823
"60750313012",0.977777777777778
"60750313013",0.846625766871166
"60750313021",0.906818181818182
"60750313022",0.777981651376147
"60750313023",0.896767466110532
"60750314001",0.93089430894309
"60750314002",0.907258064516129
"60750314003",0.789473684210526
"60750314004",0.862155388471178
"60750314005",0.84
"60750326011",0.973988439306358
"60750326012",0.884083044982699
"60750326013",0.933209647495362
"60750326021",0.784676354029062
"60750326022",0.903732809430255
"60750326023",0.802303262955854
"60750327001",1
"60750327002",0.971978984238179
"60750327003",0.902374670184697
"60750327004",0.938181818181818
"60750327005",0.961432506887052
"60750327006",0.875432525951557
"60750327007",0.863057324840764
"60750328011",0.871428571428571
"60750328012",0.917241379310345
"60750328013",0.774193548387097
"60750328021",0.932806324110672
"60750328022",0.878899082568807
"60750328023",0.835073068893528
"60750329011",0.862232779097387
"60750329012",0.862527716186253
"60750329013",0.854875283446712
"60750329014",0.815677966101695
"60750329021",0.87816091954023
"60750329022",0.792233009708738
"60750329023",0.944827586206897
"60750330001",0.821359223300971
"60750330002",0.854875283446712
"60750330003",0.943775100401606
"60750330004",0.892134831460674
"60750330005",0.958095238095238
"60750330006",0.858823529411765
"60750331001",0.765676567656766
"60750331002",0.961414790996785
"60750331003",0.908450704225352
"60750331004",0.864341085271318
"60750332011",0.909238249594814
"60750332031",0.865156418554477
"60750332032",0.882867132867133
"60750332041",0.838509316770186
"60750332042",0.956395348837209
"60750332043",0.843393148450245
"60750351001",0.962376237623762
"60750351002",0.866013071895425
"60750351003",0.954761904761905
"60750351004",0.931330472103004
"60750351005",0.926
"60750351006",0.847545219638243
"60750351007",0.944
"60750352011",0.757978723404255
"60750352012",0.888888888888889
"60750352013",0.839108910891089
"60750352014",0.905349794238683
"60750352015",0.939226519337017
"60750352021",0.850765306122449
"60750352022",0.828006088280061
"60750352023",0.876404494382023
"60750353001",0.794117647058823
"60750353002",0.814641744548287
"60750353003",0.724770642201835
"60750353004",0.898876404494382
"60750353005",0.836170212765957
"60750353006",0.775903614457831
"60750354001",0.930313588850174
"60750354002",0.813636363636364
"60750354003",0.952879581151832
"60750354004",0.882636655948553
"60750354005",0.763313609467456
"60750401001",0.930513595166163
"60750401002",0.661896243291592
"60750401003",0.941935483870968
"60750401004",0.910138248847926
"60750402001",0.910643889618923
"60750402002",0.660975609756098
"60750402003",0.884615384615385
"60750402004",0.933110367892977
"60750426011",0.841176470588235
"60750426012",0.858455882352941
"60750426021",0.859154929577465
"60750426022",0.838264299802761
"60750426023",0.893069306930693
"60750427001",0.789659224441833
"60750427002",0.733265720081136
"60750427003",0.686416184971098
"60750428001",0.948132780082988
"60750428002",0.942477876106195
"60750428003",0.986784140969163
"60750451001",0.881118881118881
"60750451002",0.85369532428356
"60750451003",0.847058823529412
"60750452001",0.923076923076923
"60750452002",0.93939393939394
"60750452003",0.950904392764858
"60750452004",0.82565130260521
"60750452005",0.8
"60750476001",0.928859060402685
"60750476002",0.863539445628998
"60750476003",0.919463087248322
"60750476004",0.909379968203498
"60750477011",0.808943089430894
"60750477012",0.757251908396947
"60750477013",0.802158273381295
"60750477021",0.870833333333333
"60750477022",0.885281385281385
"60750477023",0.854757929883139
"60750478011",0.975359342915811
"60750478012",0.787589498806683
"60750478013",0.788918205804749
"60750478021",0.812933025404157
"60750478022",0.907268170426065
"60750478023",0.871175523349436
"60750479011",0.966426858513189
"60750479012",0.878603945371775
"60750479013",0.876635514018692
"60750479014",0.85171102661597
"60750479015",0.794520547945205
"60750479021",0.886405959031657
"60750479022",0.873684210526316
"60750479023",0.891402714932127
"60750601001",1
"60750604001",0.724509803921569
"60750605021",0.718061674008811
"60750605022",0.561837455830389
"60750605023",0.804824561403509
"60750607001",0.889728405146008
"60750607002",1
"60750607003",0.935483870967742
"60750610001",0.971055088702148
"60750610002",0.832214765100671
"60750611001",0.421875
"60750611002",0.465434083601286
"60750611003",0.355555555555556
"60750612001",0.730582524271845
"60750612002",0.773234200743494
"60750614001",0.85110294117647
"60750614002",0.957112970711297
"60750614003",1
"60750615001",0.987082066869301
"60750615002",0.984362139917696
"60750615003",0.935010482180293
"60750615004",0.868026394721056
"60750615005",0.57
"60750615006",1
"60759802001",1
"60759803001",1
"60759804011",NA
"60759805011",0.507246376811594
"60759806001",0.771573604060914
"60759809001",1
"60759901000",NA
